Start Year,End Year,Scaling,Regularization,Alpha,Features Removed,MSE,R-Squared,Accuracy,Model Name
2014,2023,True,elasticnet,0.01,False,78.97426201710438,0.2115095740916101,66.09666666666666,model_2014_2023_scaled_elasticnet_0.01_features_included
2014,2023,False,elasticnet,10.0,False,79.01913766302805,0.2110615291683211,66.09666666666666,model_2014_2023_unscaled_elasticnet_10_features_included
2019,2023,False,lasso,0.01,False,71.31934627577161,0.2176901538072975,66.09,model_2019_2023_unscaled_lasso_0.01_features_included
2019,2023,False,ridge,10.0,False,71.51820251603827,0.21550887757776038,66.09,model_2019_2023_unscaled_ridge_10_features_included
2019,2023,False,lasso,10.0,False,69.18407359262079,0.24111219749620139,66.08666666666667,model_2019_2023_unscaled_lasso_10_features_included
2023,2023,False,lasso,100.0,True,81.70408032328767,0.16479861036889953,66.07,model_2023_2023_unscaled_lasso_100_features_removed
2023,2023,False,lasso,100.0,False,81.70417233141112,0.16479766983677113,66.07,model_2023_2023_unscaled_lasso_100_features_included
2023,2023,True,ridge,100.0,True,84.64848523496421,0.13470010042743263,66.00333333333333,model_2023_2023_scaled_ridge_100_features_removed
2019,2023,True,lasso,0.1,True,70.33971096642897,0.22843588253584501,65.98666666666666,model_2019_2023_scaled_lasso_0.1_features_removed
2023,2023,False,ridge,0.1,True,95.28633458378636,0.025957103459994912,65.98666666666666,model_2023_2023_unscaled_ridge_0.1_features_removed
2019,2023,False,elasticnet,1.0,True,70.16788944459363,0.23032061193030462,65.98,model_2019_2023_unscaled_elasticnet_1_features_removed
2023,2023,True,elasticnet,1.0,False,80.38368039608001,0.17829609849567452,65.98,model_2023_2023_scaled_elasticnet_1_features_included
2023,2023,False,elasticnet,1.0,False,83.13496724759476,0.15017169402815433,65.98,model_2023_2023_unscaled_elasticnet_1_features_included
2014,2023,True,lasso,1.0,False,79.15093831112574,0.20974561248231205,65.97666666666666,model_2014_2023_scaled_lasso_1_features_included
2023,2023,False,lasso,10.0,False,79.48203282246602,0.18751298587094634,65.97666666666666,model_2023_2023_unscaled_lasso_10_features_included
2023,2023,False,lasso,1.0,False,81.88672827394711,0.16293153320946718,65.97666666666666,model_2023_2023_unscaled_lasso_1_features_included
2022,2023,False,ridge,100.0,False,83.44239948372497,0.1617059181852718,65.97333333333333,model_2022_2023_unscaled_ridge_100_features_included
2023,2023,False,lasso,0.01,False,88.03892174344284,0.10004213387138217,65.97,model_2023_2023_unscaled_lasso_0.01_features_included
2022,2023,True,lasso,1.0,True,84.52789470232261,0.1508006203604404,65.96666666666667,model_2022_2023_scaled_lasso_1_features_removed
2014,2023,False,lasso,0.1,True,81.06984359484834,0.19058698528155904,65.89,model_2014_2023_unscaled_lasso_0.1_features_removed
2023,2023,False,lasso,0.01,True,89.87198262517582,0.08130408566566205,65.87666666666667,model_2023_2023_unscaled_lasso_0.01_features_removed
2023,2023,True,ridge,10.0,False,85.87672634823144,0.12214468482831164,65.87,model_2023_2023_scaled_ridge_10_features_included
2023,2023,False,elasticnet,0.01,False,87.74134132562394,0.1030840820520107,65.86,model_2023_2023_unscaled_elasticnet_0.01_features_included
2023,2023,True,lasso,1.0,False,79.58797907473146,0.18642997438892273,65.85666666666667,model_2023_2023_scaled_lasso_1_features_included
2022,2023,False,elasticnet,0.1,False,83.29724087807823,0.16316423674743008,65.85666666666667,model_2022_2023_unscaled_elasticnet_0.1_features_included
2019,2023,False,elasticnet,100.0,False,70.72861813464044,0.22416991652754303,65.84666666666666,model_2019_2023_unscaled_elasticnet_100_features_included
2014,2023,True,lasso,1.0,True,82.62480736926436,0.17506200261700622,65.84333333333333,model_2014_2023_scaled_lasso_1_features_removed
2019,2023,False,elasticnet,1.0,False,69.8521637350446,0.23378384237441607,65.84,model_2019_2023_unscaled_elasticnet_1_features_included
2014,2023,True,elasticnet,0.1,True,81.04112071264538,0.1908737586814374,65.77666666666667,model_2014_2023_scaled_elasticnet_0.1_features_removed
2014,2023,False,elasticnet,0.1,True,81.05148714578294,0.19077025871738562,65.77333333333334,model_2014_2023_unscaled_elasticnet_0.1_features_removed
2023,2023,True,ridge,1.0,True,90.01835531511605,0.0798078241135044,65.75333333333333,model_2023_2023_scaled_ridge_1_features_removed
2023,2023,True,elasticnet,0.01,False,86.57411967877938,0.11501574002545234,65.75,model_2023_2023_scaled_elasticnet_0.01_features_included
2023,2023,True,elasticnet,0.1,False,82.83370505482515,0.153251278316343,65.74333333333334,model_2023_2023_scaled_elasticnet_0.1_features_included
2019,2023,True,elasticnet,1.0,False,69.58617413899512,0.23670151185458377,65.73666666666666,model_2019_2023_scaled_elasticnet_1_features_included
2019,2023,True,elasticnet,1.0,True,70.38888086613632,0.22789653243399977,65.73666666666666,model_2019_2023_scaled_elasticnet_1_features_removed
2019,2023,False,ridge,100.0,True,71.80690286518501,0.21234209131946435,65.73666666666666,model_2019_2023_unscaled_ridge_100_features_removed
2019,2023,True,elasticnet,0.1,False,69.52915205252887,0.23732699346683117,65.73333333333333,model_2019_2023_scaled_elasticnet_0.1_features_included
2019,2023,True,,,False,72.89375476715588,0.20042029185459842,65.72333333333333,model_2019_2023_scaled_none_0_features_included
2014,2023,True,lasso,0.1,True,80.86972031149823,0.19258504501510543,65.65,model_2014_2023_scaled_lasso_0.1_features_removed
2023,2023,True,lasso,0.01,True,88.3270696774491,0.097096607112509,65.65,model_2023_2023_scaled_lasso_0.01_features_removed
2023,2023,True,elasticnet,0.01,True,88.46036414057832,0.09573403476122433,65.65,model_2023_2023_scaled_elasticnet_0.01_features_removed
2022,2023,True,elasticnet,1.0,True,83.346734500629,0.1626670049908101,65.64333333333333,model_2022_2023_scaled_elasticnet_1_features_removed
2023,2023,False,elasticnet,0.01,True,89.68955731542492,0.08316888692901336,65.64333333333333,model_2023_2023_unscaled_elasticnet_0.01_features_removed
2019,2023,True,elasticnet,0.1,True,70.33693208233079,0.22846636442477064,65.63666666666667,model_2019_2023_scaled_elasticnet_0.1_features_removed
2019,2023,True,ridge,1.0,True,72.06891142383337,0.20946809028158597,65.63666666666667,model_2019_2023_scaled_ridge_1_features_removed
2019,2023,False,ridge,1.0,True,72.28359128324256,0.20711324301271627,65.63666666666667,model_2019_2023_unscaled_ridge_1_features_removed
2019,2023,True,lasso,1.0,False,69.91406432775628,0.2331048478842499,65.63,model_2019_2023_scaled_lasso_1_features_included
2019,2023,True,ridge,0.1,True,72.28039124104448,0.20714834463170906,65.63,model_2019_2023_scaled_ridge_0.1_features_removed
2019,2023,False,ridge,0.1,True,72.31142036721016,0.20680798269366907,65.63,model_2019_2023_unscaled_ridge_0.1_features_removed
2019,2023,True,ridge,0.01,True,72.31161851901275,0.20680580914449476,65.63,model_2019_2023_scaled_ridge_0.01_features_removed
